id_sede,ruc,razon_social,nombre_comercial,direccion,distrito,provincia,departamento,coordenadas_gps,confidence,score,query,formatted_address,location_type,reasons
228,20607760561,ZOOLO MASCOTAS VETERINARIAS S.A.C.,Zoolo mascotas veterinaria,Jirón amazonas 311 urb caja de agua sjl,SAN JUAN DE LURIGANCHO 1,LIMA,LIMA,"-12.025842,-77.017639",high,77,"Jirón amazonas 311 urb caja de agua sjl, SAN JUAN DE LURIGANCHO 1, Perú","Amazonas 311, Lima 15404, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
237,20609482231,VETERINARIA 4PATAS SOCIEDAD ANONIMA CERRADA,VETERINARIA 4PATAS,Av. Oscar R. Benavides 2836/2838 Bellavista Callao,CALLAO BELLAVISTA,LIMA,LIMA,"-12.056750,-77.112250",high,95,"Av. Oscar R. Benavides 2836/2838 Bellavista Callao, CALLAO BELLAVISTA, Perú","2838, Av. Óscar R. Benavides 2836, Lima 07011, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
239,15106973102,DIAZ CACERES MANUEL ENRIQUE,CONSULTORIO DENTAL DIAZ,AV DE LOS HEROES 424 - SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,LIMA,LIMA,"-12.153544,-76.974083",high,95,"AV DE LOS HEROES 424 - SAN JUAN DE MIRAFLORES, Perú","Av. los Héroes 424, Lima 15801, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
240,10214574123,RAMOS HERNANDEZ MARIA ELENA,CONSULTORIO DENTAL,CALLE JOSE CARLOS MARIATEGUI 495 - SANTA ANITA,SANTA ANITA,LIMA,LIMA,"-12.044095,-76.975264",high,95,"CALLE JOSE CARLOS MARIATEGUI 495 - SANTA ANITA, Perú","José Carlos Mariategui 495, San Juan de Lurigancho 15008, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
242,20504596754,ROSARIO FARIAS SERVICIOS VETERINARIOS E.I.R.L.,ECOVET,Av. Paso de los Andes 189 Maranga San Miguel,SAN MIGUEL,LIMA,LIMA,"-12.066229,-77.099549",high,77,"Av. Paso de los Andes 189 Maranga San Miguel, Perú","Paso de los Andes 189, Lima 15088, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
246,10106122283,JURADO TORREJON DE BARRENECHEA CARMEN,VETERINARIA MIMITOS,AV HUAROCHIRI 981 - ATE,ATE,LIMA,LIMA,"-12.058668,-76.943089",high,95,"AV HUAROCHIRI 981 - ATE, Perú","Av. Huarochiri 981, Lima 15012, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
251,10422673241,Vargas quispe Hugo Martin,Dental Office - Doctor Vargas,Av defensores del morro 870 - Chorrillos,CHORRILLOS,LIMA,LIMA,"-12.172158,-77.021441",high,95,"Av defensores del morro 870 - Chorrillos, Perú","Av. Defensores del Morro 870, Lima 15064, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
253,20608589563,DENTAL ESTHETIC 042 SOCIEDAD ANONIMA CERRADA,DE 042,Av arenales 1245 ; oficina 206- CERCADO DE LIMA,CERCADO DE LIMA,LIMA,LIMA,"-12.077358,-77.036487",high,95,"Av arenales 1245 ; oficina 206- CERCADO DE LIMA, Perú","oficina 206, Av. Gral. Juan Antonio Álvarez de Arenales 1245, Lima 15001, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
256,20609984474,CIMEVET S.A.C.,Clínica Veterinaria Cimevet,AV. 2 DE OCTUBRE MZ D-2 LT 22 URB. SANTA ANA - LOS OLIVOS,LOS OLIVOS,LIMA,LIMA,"-11.936039,-77.057307",medium,61,"Clínica Veterinaria Cimevet, LOS OLIVOS, Perú","2DA. ETAPA, Av. Universitaria 7381 URB, Comas 7, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match
257,20607074802,Odontología especializada Smile Plus E.I.R.L,Smileplus,Calle Aricota 106 of 1003 Santiago de Surco,SURCO,LIMA,LIMA,"-12.114520,-76.992088",high,95,"Calle Aricota 106 of 1003 Santiago de Surco, Perú","OF. 1003, C. Aricota 106, Lima 15038, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
258,20608794191,PROPET SR S.A.C,PLANETA VET,AV. ENRIQUE MEIGGS 956 - CERCADO DE LIMA,CERCADO DE LIMA,LIMA,LIMA,"-12.039615,-77.055943",high,95,"AV. ENRIQUE MEIGGS 956 - CERCADO DE LIMA, Perú","Av. Enrique Meiggs 956 -958, Lima 15079, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
263,20607102288,G & G VETS FAMILY E.I.R.L.,DKF PETS CLINICA VETERINARIA,AV CESAR VALLEJO MZ N LT 1 - V.E.S,VILLA EL SALVADOR,LIMA,LIMA,"-12.209178,-76.945682",medium,68,"DKF PETS CLINICA VETERINARIA, AV CESAR VALLEJO MZ N LT 1 - V.E.S, VILLA EL SALVADOR, Perú","Mz. M Lt. 24, Av Micaela Bastidas 1547, Lima 15831, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
265,20600723571,K Y M ESTHETIC DENT SAC,K Y M ESTHETIC DENT S.A.C.,JR FRANCISCO FERREYROS 261 - RIMAC,RIMAC,LIMA,LIMA,"-12.018850,-77.029908",high,77,"JR FRANCISCO FERREYROS 261 - RIMAC, Perú","Ferreyros 261, Lima 15096, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
275,20608896962,HELP PETS HOSPITAL & LAB S.A.C,HELP PETS,Av. Elmer Faucett 1915 - Callao,CALLAO BELLAVISTA,LIMA,LIMA,"-12.057989,-77.097807",high,75,"Av. Elmer Faucett 1915 - Callao, CALLAO BELLAVISTA, Perú","Av. Elmer Faucett 1915, Bellavista 07011, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
282,10096073408,VASQUEZ ARROYO ANGELO JESUS,Veterinaria EVAZ,Av José granda 2194 - urbanización Valdiviezo- San Martin de Porres,SAN MARTIN DE PORRES,LIMA,LIMA,"-12.028185,-77.066984",high,77,"Av José granda 2194 - urbanización Valdiviezo- San Martin de Porres, Perú","Av. José Granda 2194, Lima 15103, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
286,20544713354,MASTER IN PETS EIRL,Veterinaria Master in Pets,AV HALLA DE LA TORRE 982,CALLAO BELLAVISTA,CALLAO,LIMA,"-12.077140,-77.113710",high,77,"AV HALLA DE LA TORRE 982, CALLAO BELLAVISTA, CALLAO, Perú","Av. Víctor Raúl Haya de la Torre 982, La Perla 07016, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
295,10107486491,SANTOS SOTO LISSETTE LOURDES,Odontovida,JR. union 650 URB Pablo sexto Comas,COMAS,LIMA,LIMA,"-11.915086,-77.047848",low,-19,"JR. union 650 URB Pablo sexto Comas, Perú","Comas, Perú",APPROXIMATE,location_type=APPROXIMATE; locality-only result; partial_match; district match
303,20608015559,BETO VETERINARIA S.A.C.,CLINICA BETOVET,Av. Circunvalación 429,SURCO,LIMA,LIMA,"-12.131785,-76.977953",high,95,"Av. Circunvalación 429, SURCO, Perú","Av. Circunvalación 429, Lima 15803, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
305,20605127909,VETERINARIA UNIDAS SJL E.I.R.L.,VETERINARIA UNIDAS,AV 13 DE ENERO 2720,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-11.986633,-77.003274",high,95,"AV 13 DE ENERO 2720, SAN JUAN DE LURIGANCHO, Perú","Av. 13 de Enero 2720, Lima 15434, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
312,20562647792,Operadora Dental FEL MAR E.I.R.L.,Operadora Dental FEL MAR E.I.R.L.,Jr. Wiracocha cada 2.- Urb. San Agustín II Etapa COMAS,COMAS,LIMA,LIMA,"-11.931278,-77.051115",low,42,"Jr. Wiracocha cada 2.- Urb. San Agustín II Etapa COMAS, Perú","Wiracocha, Comas 15312, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
315,20605942742,CLINICA VETERINARIA D´MASKOTAS S.A.C.,Clínica Dmaskotas,MZ. J 6 C.P. TRAPICHE - SANTA ROSA DE QUIVES,SANTA ROSA CARABAYLLO,LIMA,LIMA,"-11.719766,-76.959083",low,48,"Clínica Dmaskotas, MZ. J 6 C.P. TRAPICHE - SANTA ROSA DE QUIVES, SANTA ROSA CARABAYLLO, Perú","72JR+39V, Trapiche 15335, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; locality mismatch; business-name candidate
320,10107106869,GUTIERREZ DEL VALLE CLAUDIA ISABEL,VETERINARIA LA ESTACION,Av. Bolognesi 725 - BARRANCO,BARRANCO,LIMA,LIMA,"-12.144167,-77.018814",high,95,"Av. Bolognesi 725 - BARRANCO, Perú","Av. Francisco Bolognesi 725, Lima 15063, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
321,10466750153,DOMINGUEZ RUIZ YAMYR,YADENT,AV. CHIMPU OCLLO MZ T SUBT1D - CARABAYLLO,CARABAYLLO,LIMA,LIMA,"-11.895583,-77.035853",low,42,"AV. CHIMPU OCLLO MZ T SUBT1D - CARABAYLLO, Perú","Av. Chimpu Ocllo, Carabayllo, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
324,10441163164,MARIA PIA RIOS TELLO,POINT VET,AV JULIO BAILETTI 198,SAN BORJA,LIMA,LIMA,"-12.085069,-76.996116",high,95,"AV JULIO BAILETTI 198, SAN BORJA, Perú","Av Julio Bailetti 198, Lima 15021, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
333,10411402113,VEGA SANCHEZ SILVIA MARIBEL,odonto salud vega,JR MANUEL CUADROS 116 OF 202 - CERCADO DE LIMA,CERCADO DE LIMA,LIMA,LIMA,"-12.025096,-76.998319",medium,61,"odonto salud vega, CERCADO DE LIMA, Perú","Segundo Piso, Vara de Oro 286, Lima 15401, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match
334,20606290951,vetSpizan eirl,centro medico veterinario vetSpizan,Ca. Las guindas MZ B lt.20 Urbanización las palmeras.El Agustino,EL AGUSTINO,LIMA,LIMA,"-12.036208,-76.993776",high,78,"centro medico veterinario vetSpizan, Ca. Las guindas MZ B lt.20 Urbanización las palmeras.El Agustino, Perú","X274+GF9, Ca. las Guindas, Lima 15007, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
336,10100626646,MARIA VALDEZ CARPIO,METRO PET,AV METROPOLITANA MZ B1 LT 52 - ATE,ATE,LIMA,LIMA,"-12.032251,-76.934196",high,79,"METRO PET, ATE, Perú","Av. Metropolitana Mz. B1 Lt. 52, Lima 15498, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; province match
337,10106196805,MARCOS OSCAR CARHUAHUANCA CORTEZ,Clinica Dental,"Calle San Juan Bautista 516, Urb. Palao - San Martín de Porres",SAN MARTIN DE PORRES,LIMA,LIMA,"-12.017621,-77.058088",high,77,"Calle San Juan Bautista 516, Urb. Palao - San Martín de Porres, Perú","Ca. San Juan Bautista 516, Lima 15102, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
350,10257291699,ARMAS LAMA RONAL DANTE,CONSULTORIO ODONTOLOGICO ARMAS,AV SAN MARTIN ZONA C MZ E LT 2 - CIENEGUILLA,CIENEGUILLA,LIMA,LIMA,"-12.030376,-76.911140",medium,68,"CONSULTORIO ODONTOLOGICO ARMAS, AV SAN MARTIN ZONA C MZ E LT 2 - CIENEGUILLA, Perú","Mz. E Lt. 2, Ate 15491, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
355,10730030474,JOHN MANUEL ENEQUE MANDUJANO,MASCOTA,"Av lima 555, San Miguel",SAN MIGUEL,LIMA,LIMA,"-12.089171,-77.079594",high,95,"Av lima 555, San Miguel, Perú","Av. Lima 555, Lima 15086, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
357,20604600597,REPRESENTACIONES VETERINARIAS EL DORADO S.A.C.,clinica vet perros y gatos,"AV.FAUCETT 1961 BELLAVISTA , CALLAO",CALLAO BELLAVISTA,CALLAO,LIMA,"-12.057465,-77.097882",high,95,"AV.FAUCETT 1961 BELLAVISTA , CALLAO, CALLAO BELLAVISTA, Perú","Av. Elmer Faucett 1961, Bellavista 07011, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
363,10430410488,Emily Vasquez Muñoz,Dentiland Sonrisas,Avenida General Garzon 1283 oficina 608- JESUS MARIA,JESUS MARIA,LIMA,LIMA,"-12.072900,-77.050076",high,95,"Avenida General Garzon 1283 oficina 608- JESUS MARIA, Perú","oficina 608, Av. Gral. Eugenio Garzón 1283, lima 02002, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
374,10076375742,Mayorca Perez Sandro Oliver,CENTRO ODONTOLOGICO MAYORCA,Av. Gran pajaten 365 alt. Cdra 15 gran Chimú Urb. Zarate,SAN JUAN DE LURIGANCHO 1,LIMA,LIMA,"-12.023176,-76.986223",high,77,"Av. Gran pajaten 365 alt. Cdra 15 gran Chimú Urb. Zarate, SAN JUAN DE LURIGANCHO 1, Perú","cdra 15, Av. Gran Pajaten 365, Lima 15427, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
375,20605614966,DENTISFRESH E.I.R.L.,DENTISFRESH,CALLE ORQUIDEAS MZ J LT 8,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-11.889521,-77.020866",medium,68,"DENTISFRESH E.I.R.L., CALLE ORQUIDEAS MZ J LT 8, SAN JUAN DE LURIGANCHO, Perú","4X6H+5MR, José Pardo, Carabayllo 15321, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
376,10272822072,María Betzabe Acuña cusma,veterinaria - pet shop Happy Huellitas,Av. Lima 258 Urb. Caja de agua,SAN JUAN DE LURIGANCHO 1,LIMA,LIMA,"-12.025616,-77.014793",high,77,"Av. Lima 258 Urb. Caja de agua, SAN JUAN DE LURIGANCHO 1, Perú","Av. Lima 258, Lima 15404, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
378,20608548409,CENTRO MEDICO POLONIA S.A.C.,CENTRO MEDICO POLONIA,AV.REPUBLICA DE POLONIA NRO. 555 URB. SAN RAFAEL LIMA,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-11.976682,-77.004694",high,95,"AV.REPUBLICA DE POLONIA NRO. 555 URB. SAN RAFAEL LIMA, SAN JUAN DE LURIGANCHO, Perú","Av. República de Polonia 555, esq 15419, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
379,20612328456,Feel Vet SAC,Feel Vet,jr medrano silva 198 barranco,BARRANCO,LIMA,LIMA,"-12.135730,-77.022025",high,95,"jr medrano silva 198 barranco, Perú","Veterinaria Feel Vet, Jr. Medrano Silva 198, Lima 15063, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
384,10445138318,Christina Inga Villanueva,Consultorios Family Pets SMP,Calle Manuel tellería 127 condevilla señor SMP,SAN MARTIN DE PORRES,LIMA,LIMA,"-12.019850,-77.087958",high,95,"Calle Manuel tellería 127 condevilla señor SMP, SAN MARTIN DE PORRES, Perú","Manuel Telleria 127, Lima 15107, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
387,20553435511,INVERSIONES VETERINARIAS MONTANA,ANIMAL MEDICAL CENTER,CALLE DOÑA VIRGINIA 171,SURCO,LIMA,LIMA,"-12.140728,-76.998789",high,95,"CALLE DOÑA VIRGINIA 171, SURCO, Perú","Doña Virginia 171, Lima 15049, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
393,20601192153,DENTAL BELO SORRISO SAC,ATRACCION DENTAL,Calle Ernesto Odriozola 178- PUEBLO LIBRE,PUEBLO LIBRE,LIMA,LIMA,"-12.083660,-77.061939",high,95,"Calle Ernesto Odriozola 178- PUEBLO LIBRE, Perú","Cnel. Ernesto Odriozola 178, Lima 15084, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
396,20553692246,ADVANCE SALUD S.A.C.,Beleza Odontologia & Spa,Av. Pachacutec 3346 2do piso Distrito de villa María del triunfo,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,"-12.176216,-76.946452",high,95,"Av. Pachacutec 3346 2do piso Distrito de villa María del triunfo, Perú","2do piso, Av. Pachacútec 3346, Lima 15816, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
398,20556501794,AMIPET VETERINARIA E.I.R.L.,AMIPET VETERINARIA E.I.R.L.,Av. Santa Rosa 120 - La Perla,CALLAO BELLAVISTA,CALLAO,LIMA,"-12.050353,-77.115255",high,82,"Av. Santa Rosa 120 - La Perla, CALLAO BELLAVISTA, CALLAO, Perú","Av. Sta. Rosa 120, Callao 07001, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
400,20603504284,INVERSIONES DE SALUD Y BELLEZA MORALES S.A.C.,DENTAL PLUS,AV LA CULTURA 1278 MZ H LT 3,SANTA ANITA,M,LIMA,"-12.033390,-76.949502",high,95,"AV LA CULTURA 1278 MZ H LT 3, SANTA ANITA, Perú","mz h lt 3, Av. de la Cultura 1278, Lima 15011, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
402,10101197552,SOTO ENCISO ROSA LUCY ANGELICA,Consultorio Odontológico Solsalud,Av. José Carlos Mariategui #1551 San Gabriel VM,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,"-12.149569,-76.951161",high,77,"Av. José Carlos Mariategui #1551 San Gabriel VM, VILLA MARIA DEL TRIUNFO, Perú","Av Jose Carlos Mariategui 1551, Lima 15811, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
408,20609381834,CLÍNICA VETERINARIA Y GROOMING CENTER S.A.C.,veterinaria Candy,Av canto grande MZ n lote 33 Urb san Ignacio,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-11.994196,-77.014960",high,78,"veterinaria Candy, Av canto grande MZ n lote 33 Urb san Ignacio, SAN JUAN DE LURIGANCHO, Perú","av, Av. Canto Grande 2214, Lima 15419, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
410,20556621188,EMPRESA MUNICIPAL DE CHORRILLOS S.A..,CHORRISALUD ODONTOLOGIA - SERVICIO 1,AV. DEFENSORES DEL MORRO 1965,CHORRILLOS,LIMA,LIMA,"-12.179241,-77.014049",high,95,"AV. DEFENSORES DEL MORRO 1965, CHORRILLOS, Perú","Av. Defensores del Morro 1965, Lima 15064, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
411,20604139121,CENTRO MEDICO VETERINARIO SURCO S.A.C.,CENTRO MEDICO VETERINARIO - SERVICIO 1,AV PASEO DE LA CASTELLANA 386 SURCO,SURCO,LIMA,LIMA,"-12.132703,-77.003321",high,95,"AV PASEO DE LA CASTELLANA 386 SURCO, Perú","Av. Paseo la Castellana 386, Lima 33, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
412,20556621188,EMPRESA MUNICIPAL DE CHORRILLOS S.A..,CHORRISALUD ODONTOLOGIA - SERVICIO 2,AV. DEFENSORES DEL MORRO 1965,CHORRILLOS,LIMA,LIMA,"-12.179241,-77.014049",high,95,"AV. DEFENSORES DEL MORRO 1965, CHORRILLOS, Perú","Av. Defensores del Morro 1965, Lima 15064, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
413,20524055482,LUZGAR E.I.R.L,DENTISTA,Calle los corrales Nro 286 Urb Balconcillo,LA VICTORIA,LIMA,LIMA,"-12.075880,-77.023226",high,78,"LUZGAR E.I.R.L, Calle los corrales Nro 286 Urb Balconcillo, LA VICTORIA, Perú","Los Corales 286, Lima 15034, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
416,10214587900,LOVERA FRANCO MARITZA BEATRIZ,CLINICA DENTAL ZL DENT,"Calle Astete y Mendoza 306, La Corporación",EL AGUSTINO,LIMA,LIMA,"-12.050552,-76.998945",high,95,"Calle Astete y Mendoza 306, La Corporación, EL AGUSTINO, Perú","Eduardo Astete y Mendoza 306, Lima 15006, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
419,10081521145,Dolly Cárdenas martinez,Laboratorio clínico Señor de Huanca,JORGE CHAVEZ 650,CAÑETE,CALETE,CAÑETE,"-15.498521,-70.135033",high,75,"JORGE CHAVEZ 650, Perú","Jorge Chávez 650, Juliaca 21104, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
425,10410038523,MANUEL ALEJANDRO VIDAL FLORES,CONSULTORIO DENTAL VIDAL,ASO. CAMPO SOL AV. 24 DE SEPTIEMBRE MZ E LT 15 SEGUNDO PISO CHOSICA,ATE LURIGANCHO,LIMA,LIMA,"-12.003080,-76.863724",medium,61,"CONSULTORIO DENTAL VIDAL, ATE LURIGANCHO, Perú","X4WP+QG6, Lurigancho-Chosica 15464, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match
427,10708868499,JUMPA RIVERA MARCIA KRISTIE SANDY,CLINICA VETERINARIA JUMANJI PET SHOP - SPA,Av. Canto Grande 2671,SAN JUAN DE LURIGANCHO 1,LIMA,LIMA,"-11.984116,-77.014749",high,95,"Av. Canto Grande 2671, SAN JUAN DE LURIGANCHO 1, Perú","1, Av. Canto Grande 2671, Lima Metropolitana 15408, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
432,10731492447,GENOBEVA MARIÑO FIERRO,GENOBEVA MARIÑO FIERRO,MZ. C LT 20 URB. LOS JAZMINES DEL NARANJAL,LOS OLIVOS,LOS OLIVOS,LIMA,"-11.993917,-77.109299",medium,55,"MZ. C LT 20 URB. LOS JAZMINES DEL NARANJAL, LOS OLIVOS, Perú","2V4R+C87, Manzana C Lote 20, San Martín de Porres 15112, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address tokens absent
436,10463642023,PATRICIA ALONDRA CORDOVA VILCA,PAPET'S,CALLE LOS MAESTROS 103 URB MATELLINI,CHORRILLOS,LIMA,LIMA,"-12.171087,-77.008617",high,82,"CALLE LOS MAESTROS 103 URB MATELLINI, CHORRILLOS, Perú","Los Maestros 103, Lima 15064, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
445,20479799785,EL LABRADOR SRL,VETERINARIA PET SHOP EL LABRADOR,Jr Almirante Grau Zn D Mz E lote 8B,CIENEGUILLA,LIMA,LIMA,"-12.015502,-76.819590",medium,61,"VETERINARIA PET SHOP EL LABRADOR, CIENEGUILLA, Perú","Av. José Carlos Mariátegui 2500, Ate 15479, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match
448,20606645237,SERVICIOS MÉDICOS FELIPE CHAVARRÍA S.A.C.,Servimedic Chavarría,CALLE ROSACRUCES 143 - ATE,ATE,LIMA,LIMA,"-12.025237,-76.902554",high,95,"CALLE ROSACRUCES 143 - ATE, Perú","C. Rosacruces 143, Lima 15491, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
459,20601401038,CENTRO DE DIAGNOSTICO Y ESPECIALIDADES VETERINARIAS SAC,clinica vet perros y gatos,AV. REPUBLICA DE PANAMA 121,CALLAO BELLAVISTA,CALLAO,LIMA,"-12.059295,-77.132664",high,95,"AV. REPUBLICA DE PANAMA 121, CALLAO BELLAVISTA, CALLAO, Perú","Av Republica de Panama 121, Callao 07021, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
460,20604600597,REPRESENTACIONES VETERINARIAS EL DORADO S.A.C.,REPRESENTACIONES VETERINARIAS EL DORADO S.A.C.,Av. Tupac Amaru 968 La Perla Callao,CALLAO BELLAVISTA,LIMA,LIMA,"-12.068350,-77.124549",high,75,"Av. Tupac Amaru 968 La Perla Callao, CALLAO BELLAVISTA, Perú","Tupac Amaru 968, La Perla 07016, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
463,20602159826,REPRESENTACIONES EL HURON AZUL EIRL,EL HURON AZUL,AV HAYA DE LA TORRE 410,CALLAO BELLAVISTA,CALLAO,LIMA,"-12.070892,-77.110110",high,95,"AV HAYA DE LA TORRE 410, CALLAO BELLAVISTA, CALLAO, Perú","Av. Víctor Raúl Haya de la Torre 410, La Perla 07016, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
466,20545766842,EL HURON AZUL EIRL,EL HURON AZUL EIRL,AV. COLONIAL 2505,CERCADO DE LIMA,LIMA,LIMA,"-12.049874,-77.074167",high,85,"AV. COLONIAL 2505, CERCADO DE LIMA, Perú","Av. Óscar R. Benavides 2505, Lima 15081, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match
469,20604600597,REPRESENTACIONES VETERINARIAS EL DORADO S.A.C.,Clínica Veterinaria El Hurón Azul,Av. La Alborada 1774 Urb. Chacra Ríos Cercado de Lima,CERCADO DE LIMA,LIMA,LIMA,"-12.067292,-77.067737",high,95,"Av. La Alborada 1774 Urb. Chacra Ríos Cercado de Lima, Perú","Av. la Alborada 1774, Lima 15088, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
472,20602300651,SOLUCIONES INTEGRALES MAS SALUD S. A. C.,Skin and Dental Care Solutions,"Av Arequipa 1345 Of. 304, Santa Beatriz - Cercado de lima",CERCADO DE LIMA,LIMA,LIMA,"-12.078132,-77.035116",high,95,"Av Arequipa 1345 Of. 304, Santa Beatriz - Cercado de lima, Perú","Oficina 304, Av. Arequipa 1345, Lima 15074, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
478,20452578949,U.E. 404 HOSPITAL SAN JUAN DE DIOS,U.E. 404 HOSPITAL SAN JUAN DE DIOS,FUNDO ALTO LA LUNA MZ B LT 5,PISCO ICA,PISCO,ICA,"-13.714620,-76.185981",low,38,"U.E. 404 HOSPITAL SAN JUAN DE DIOS, PISCO ICA, PISCO, ICA, Perú","Hospital San Juan de Dios, Pisco 11601, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; street/premise result; partial_match; province match
485,10424580291,Peña Huamani Yanet ysela,Consultorio odontológico Huamani,Av.victor malasquez Mz B Lt 39 asoc.viv.los yarowilcas manchay _pachacamac,PACHACAMAC LURIN,LIMA,LIMA,"-12.029604,-76.959822",medium,68,"Consultorio odontológico Huamani, Av.victor malasquez Mz B Lt 39 asoc.viv.los yarowilcas manchay _pachacamac, PACHACAMAC LURIN, Perú","A, El Agustino 15009, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
490,10332617155,FANNY ZARELA NIETO VELAOCHAGA,LUDIDENT,Av. Almirante 715 int 101 Barranco,BARRANCO,LIMA,LIMA,"-12.141151,-77.022119",low,-19,"Av. Almirante 715 int 101 Barranco, Perú","Barranco, Perú",APPROXIMATE,location_type=APPROXIMATE; locality-only result; partial_match; district match
